nid	len
579517	999
571594	999
576814	998
575889	998
572088	998
576769	997
580016	997
577271	997
571164	996
568891	996
571813	996
571839	996
578115	995
570243	995
571342	995
575466	995
571647	995
570666	994
570679	994
571713	994
570717	994
570780	994
580052	994
571096	994
574442	994
572699	993
579125	993
572480	993
577918	993
578108	992
570473	992
578216	992
577727	992
571349	992
571354	992
569430	991
574316	991
569199	991
579446	991
570251	991
571360	991
577516	991
568665	990
574043	990
569742	990
569259	990
573944	990
569129	989
578219	989
577740	989
574425	989
568835	988
574224	988
567606	988
576962	988
568554	988
576495	988
576556	987
572737	987
574362	987
580311	987
572417	986
579518	986
570358	986
580124	985
570787	985
569258	985
579516	985
576454	985
568583	984
576988	984
568579	983
577807	983
570446	983
570999	983
567939	983
572358	983
572662	983
573956	982
579869	982
569382	982
578118	982
567714	982
580116	981
579403	981
573357	981
580526	981
568032	981
570108	981
572437	980
569413	980
572053	980
568048	980
577016	980
574528	979
569247	979
578809	979
572672	978
567618	978
577695	978
579593	977
578604	977
569394	977
578907	977
576712	977
574194	977
568887	976
577464	976
578591	975
569741	975
575663	975
579520	975
572360	975
569808	975
569809	975
574202	975
570774	974
577964	974
568573	974
570420	973
574074	973
570811	973
571836	973
568021	973
574179	973
577327	972
578608	972
576378	972
575405	972
572371	972
571117	972
572227	971
567976	971
570884	970
568964	970
580522	970
572131	970
567540	970
574482	969
573982	969
570929	969
572494	969
571853	969
579053	969
579054	969
573445	968
567814	968
574518	968
574416	968
571648	967
569092	967
576266	967
569462	967
568871	966
574525	966
579472	966
568287	966
572144	966
569076	966
576756	966
569171	965
574305	965
578145	965
569996	965
579526	965
572875	965
569132	964
569044	964
569314	964
577074	963
574192	963
576808	962
574266	962
578736	962
569033	962
567813	961
578091	961
571516	961
574079	961
576461	961
569126	960
567659	960
576952	960
569312	960
576747	960
578072	959
580476	959
577774	959
571931	958
570736	958
579440	958
574100	958
566455	958
569018	958
576416	957
571885	957
570399	956
570409	956
568965	956
571311	956
577232	956
571113	956
571533	955
577777	955
576801	954
576863	954
572065	954
573904	954
577759	954
580065	954
577788	954
577818	953
574515	953
576825	953
578416	953
572028	953
567823	952
571208	952
574296	952
572298	952
568980	952
570805	952
574415	952
573954	951
567590	951
568897	951
577926	951
570009	951
571337	951
575814	950
575344	950
568998	950
572656	950
578098	949
579444	949
569265	949
571255	948
572612	948
571335	948
577754	948
580325	948
573209	947
571210	947
576081	947
579407	946
577761	946
577765	946
572757	945
570791	945
570372	944
571378	944
577847	943
569447	943
567672	943
576407	943
569145	942
574301	942
571827	942
580277	942
574427	941
567529	941
579576	941
577814	940
573997	940
572035	940
569254	940
574404	940
574190	940
570128	939
571200	939
568898	939
573777	939
569550	939
576720	939
572651	939
577780	939
572486	938
569709	938
567699	938
568995	938
568485	938
570796	938
579004	938
573666	938
576401	937
569251	937
575989	937
579413	936
573801	936
566469	936
577736	936
569626	935
573515	935
567681	935
567957	935
576191	935
577769	935
572138	935
578054	934
567689	934
572731	933
574526	933
573887	933
580301	933
576471	933
574476	932
571709	932
578974	932
569305	932
574460	932
569432	931
579988	931
568042	931
574451	931
570945	930
575558	930
572250	930
578690	930
577277	930
574223	929
574553	929
573806	929
577705	929
573355	929
570031	929
577212	929
569079	929
579873	928
570922	928
577885	928
572102	928
576823	927
567910	927
577639	927
573805	927
570777	927
578204	927
574431	927
577252	927
572451	926
574542	926
567635	926
569220	926
580488	926
576394	926
572316	926
569552	926
577287	925
569105	925
574000	925
576822	925
577702	925
577731	925
573141	925
574360	924
574395	924
576986	924
567816	923
569007	923
579258	923
569536	923
569290	923
579023	923
570669	922
571787	922
579024	922
568450	921
579001	921
576971	921
567620	920
578420	920
573657	920
567790	920
571890	920
570671	919
579469	919
569065	919
567809	918
576791	917
574271	917
579459	917
576704	917
578806	917
574503	916
580139	916
578100	916
577905	916
577658	916
578939	916
572326	916
576985	916
571355	916
572157	916
568840	915
578081	915
569434	915
575861	915
571771	915
571549	915
570383	914
580443	914
579430	914
574577	914
576161	914
572673	913
577796	913
574473	913
577817	913
578086	913
574309	913
573326	913
571284	913
573470	912
571176	912
577842	912
578699	912
576739	912
577801	911
578074	911
569125	911
578109	911
571256	911
570503	911
576648	911
570565	911
576812	910
571718	910
577107	910
573804	910
574319	910
570508	910
571121	910
569376	909
578127	909
578217	909
572161	908
573977	908
570732	908
570234	908
577689	908
578526	908
568087	907
569960	907
569501	907
577439	907
576692	907
574207	907
580493	906
573344	906
569131	905
578647	905
574331	905
571331	905
569304	905
574253	904
578666	904
569459	904
569470	904
576724	904
568805	904
568865	903
568361	903
572497	903
572369	903
568794	903
568044	903
570860	903
572249	902
578982	902
571678	901
567649	901
570998	901
574450	901
571649	900
568337	900
579420	900
579971	900
577783	900
575488	899
568433	899
572800	899
572054	899
577851	898
576855	898
569995	898
570004	898
569024	898
579043	898
571195	897
569712	897
578443	897
570272	897
576699	897
569088	896
578870	896
576847	896
580472	896
569216	896
573350	896
571930	895
574255	895
572056	895
574493	894
570461	894
574177	894
570881	893
579492	893
569029	893
569557	893
572888	893
577012	893
570794	892
570880	891
574575	891
569235	891
576668	891
574212	890
571478	890
574198	890
577653	889
580492	889
577690	889
570066	889
577747	889
572632	889
577766	889
568050	889
571901	889
572163	888
567596	888
567652	888
569460	888
580319	888
568550	888
576383	887
567936	887
578003	887
568855	886
573776	886
574581	886
570245	886
574599	886
573337	886
575922	886
569271	886
569279	886
580550	886
567779	886
571650	885
568863	885
572763	885
578921	885
579713	885
580486	885
571569	885
570585	885
569875	883
572701	883
576979	883
575701	883
572657	883
577299	882
570397	882
569431	882
568449	882
578725	882
572615	882
570126	881
567597	881
577335	881
576830	881
576837	881
574001	880
572749	880
568684	880
571544	880
579801	880
573662	880
571768	879
579230	879
572365	879
577805	878
574479	878
571158	878
570745	878
572049	878
572362	878
576202	878
571912	877
577732	877
570103	877
569124	876
577445	876
569028	876
570872	876
572692	875
568085	875
574298	875
568505	875
566465	875
569556	875
568283	875
571869	875
567537	875
568072	874
570663	874
569708	874
571287	874
568749	874
569277	874
570423	873
578887	873
577192	873
580551	873
576992	873
579123	872
570941	872
570467	872
578931	872
580513	872
577225	872
577737	872
568580	871
572310	871
569299	871
580308	871
579083	870
568708	870
572059	870
574500	869
567815	868
576049	868
572551	868
576437	868
569308	868
577505	868
571895	868
579596	867
577893	867
573349	867
572606	867
571338	867
566489	867
568075	866
577904	866
570542	866
569273	866
569275	866
575943	866
570071	866
577836	865
572212	865
570713	865
577688	865
569500	865
567539	865
577862	864
569296	864
569302	864
579575	864
579336	863
571963	863
576350	863
580304	863
570080	863
572394	863
579072	862
569130	862
576887	862
577159	862
574434	862
575995	862
573452	861
577334	861
570239	861
567988	861
578058	860
575592	860
570501	860
567991	860
575998	860
570152	859
579119	859
577408	859
579232	859
577072	858
574382	858
576489	858
575981	858
576774	857
578066	857
569128	857
577865	857
573803	857
580490	857
568738	857
569276	857
569627	856
571445	856
574011	856
574545	856
579728	856
568525	856
571365	856
572652	856
574205	856
569090	855
569440	855
574324	855
571782	854
574350	854
576993	854
572130	854
573797	853
576227	853
571899	853
574259	852
572473	852
577864	852
579426	852
579505	852
572454	851
577329	851
579521	851
569141	850
573318	850
574098	850
567959	850
569062	850
567709	849
569530	849
570067	849
578052	848
580167	848
579966	848
571536	848
575396	848
576941	848
567993	848
572355	848
569047	848
577535	848
570166	847
577712	847
568827	847
571144	846
577898	846
570489	846
575945	846
568806	846
574261	845
568928	845
578923	845
569215	845
576400	845
578213	845
574162	845
568800	845
569359	844
568856	844
574505	843
568875	843
570798	843
578229	843
578875	842
578121	842
572814	842
573656	842
574472	841
572465	841
577092	841
577647	841
568975	841
578967	841
567662	840
573038	840
569211	840
569520	840
570804	840
572658	840
568828	840
577285	839
569179	839
577251	839
573978	838
574512	838
573793	838
576404	838
567980	838
568585	837
570479	837
579553	837
569061	837
577799	836
573714	836
572229	836
572768	836
575615	836
572052	836
577941	836
572884	836
572885	836
578053	835
569393	835
577735	835
566476	835
566477	835
575967	835
571361	835
572129	835
577559	834
580498	834
570392	833
578667	833
576386	833
568969	833
570815	833
570052	833
570836	833
574165	833
574003	832
573835	832
578201	832
574407	832
568817	832
573980	831
572728	831
578936	831
572361	831
572125	831
579806	831
572400	831
569166	830
569452	830
577915	830
569993	830
571327	830
570677	829
574086	829
568523	829
572135	829
577058	828
575809	828
570504	828
567441	828
577944	828
576742	828
569335	828
580347	828
569098	827
574037	827
575577	827
567688	827
580538	827
577764	827
577110	826
577128	826
579438	826
577425	826
571296	826
577184	826
568744	826
568747	826
569051	826
575978	826
569454	825
576661	825
574380	825
569528	825
579280	825
572126	825
568080	824
567598	824
570770	824
568992	824
570277	824
578727	823
579499	823
571834	823
568783	823
572411	823
578095	822
578878	822
577894	822
568472	822
580015	822
577758	822
571292	821
579804	821
569907	820
572472	820
573547	820
577784	820
567555	819
576277	819
577333	819
578102	819
567615	819
578630	819
576840	819
571477	819
570413	818
568913	818
570480	818
572311	818
571328	818
572383	818
577770	818
571118	818
572694	817
570944	817
572811	817
572057	817
579111	816
571808	816
574145	816
572226	815
576393	815
574458	815
569372	814
573729	814
576289	814
577354	814
574339	814
572614	814
576391	813
568989	813
579076	812
579179	812
568798	812
577254	812
580083	812
569101	811
580467	811
579710	811
573323	811
570769	811
568803	811
579555	811
571910	810
568902	810
579449	810
568198	810
572617	810
579541	810
574449	810
575743	810
578862	809
577166	809
577725	809
568006	809
571850	809
572464	808
568899	808
577109	808
578904	808
577775	808
579694	807
570767	807
578757	807
579019	807
578522	807
574264	806
576074	806
577729	806
571633	806
577534	806
576427	805
568340	804
567637	804
578960	804
577710	804
568025	804
572659	804
572238	803
579427	803
571254	803
577167	803
577947	803
568581	802
569102	802
575761	802
577866	802
570763	802
572613	802
577224	802
569034	802
572466	801
573800	801
567679	801
577812	800
571157	800
570741	800
569497	800
575449	800
572222	799
567633	799
574557	799
567974	799
571307	799
576442	799
572616	799
577261	799
572667	798
569091	797
578881	797
576372	797
576811	796
572764	796
571572	796
569078	796
573949	796
576775	795
578059	795
577344	795
575573	795
576357	795
568066	794
568338	794
571422	794
572858	794
576451	794
578383	793
578683	793
576671	793
575397	793
573140	793
570907	792
570933	792
579460	792
580352	791
576772	791
574471	791
576548	791
572225	791
570442	791
577700	791
569291	791
572687	790
578845	790
570191	790
571224	790
578176	790
568972	790
572330	790
572335	790
579803	790
576752	790
572750	789
569526	789
570556	789
568567	789
577156	788
578215	788
577704	788
572374	788
570123	787
580183	787
570459	787
571964	786
570482	786
567954	786
576950	786
568764	786
579033	786
573950	786
572215	785
567372	785
569969	785
580475	785
570278	785
570967	784
580113	783
569272	783
570561	783
576749	783
570395	782
573513	782
577881	782
577181	782
569097	781
579432	781
578446	781
578222	781
571824	781
573901	781
577502	781
570227	780
577399	780
568189	780
576398	780
572641	780
570115	779
568073	779
570438	779
569427	779
572025	779
572795	779
570248	779
578958	779
568483	779
577958	779
568309	779
568089	778
567951	778
574358	778
578467	778
576421	778
576956	778
569843	778
570119	777
576272	777
569703	777
575897	777
580084	777
570430	776
574047	776
569717	776
572826	776
576978	776
577401	775
569730	775
568497	775
579069	775
568670	774
569959	774
570779	774
575667	774
578744	774
569731	773
577739	773
573910	773
577742	772
576537	771
573330	771
568979	771
575946	771
569930	770
579414	770
569699	770
572007	770
576765	770
576540	769
570169	769
579399	769
577883	769
572765	769
576381	769
580500	769
571134	769
567811	768
572217	768
569435	768
572548	768
570782	768
574160	768
572653	768
568821	768
577296	767
578896	767
570211	767
568681	767
573988	766
569444	766
572046	766
577422	766
570795	766
572881	766
568568	766
576019	765
571174	765
579451	765
569482	765
574117	765
572650	765
568305	765
578075	764
577641	764
570498	764
575938	764
572159	764
578048	763
573710	763
568440	763
571297	763
577199	763
576352	762
570241	762
574539	761
577913	761
576676	761
577206	761
570082	761
570915	760
569480	760
568515	760
574099	759
571295	759
568756	759
571332	759
570823	759
572397	759
579705	758
571329	758
579540	758
570867	758
568101	757
576652	757
576481	757
569071	757
572151	757
570110	757
577400	756
579964	756
572139	756
577813	755
571189	755
580184	755
580560	755
569635	754
569294	754
571638	754
568878	753
568905	753
572241	753
569702	753
569492	753
579807	753
579087	752
574573	752
567439	752
571168	751
574373	751
568033	751
579047	751
577860	750
576578	749
578384	749
572004	749
569965	749
579501	749
580279	749
568797	749
576072	748
573517	748
577124	748
574584	748
576730	748
573918	748
570132	747
569370	747
568901	747
579178	747
568188	747
574589	747
577921	747
577931	747
577175	747
568018	747
571949	746
576645	746
576955	746
572607	746
577518	746
570716	745
569558	745
580086	745
578820	744
576819	744
576849	744
570202	744
574048	744
574389	744
579523	744
576523	743
574049	743
577415	743
571830	743
574136	743
577233	743
572883	743
570462	742
572804	742
577416	742
571294	742
570613	742
575519	741
572202	741
578886	741
577101	741
568926	741
577417	741
569513	741
569284	741
572366	741
580468	740
580215	740
570500	740
572060	740
576172	740
568556	740
578563	739
569612	739
579344	739
571987	739
579173	739
568973	739
580075	739
573953	738
574494	738
574085	738
579059	738
568324	737
568848	737
571920	737
571428	737
573226	737
572029	737
574077	737
571282	737
567783	737
570869	737
570976	736
578962	736
574101	736
574401	736
574441	736
572143	736
571143	735
576082	735
574257	734
578130	734
570289	734
569282	734
576229	734
580082	734
572445	733
570216	733
572008	733
577728	733
576264	732
577554	732
571974	732
574033	732
574601	732
568518	732
569073	732
568569	732
569096	731
572443	731
571702	731
569150	731
567892	731
574317	731
574610	731
574151	731
572628	731
576214	731
572647	731
576744	731
572005	730
576136	730
574348	730
577714	730
569527	730
572608	730
568339	729
569397	729
572538	729
577230	729
576510	729
580114	728
570662	728
577102	728
579689	728
574076	728
576773	727
568864	727
570190	727
569167	727
576086	727
570206	727
579680	727
575354	727
568809	727
578871	726
577859	726
578644	726
577656	726
573966	725
569389	725
568881	725
578873	725
570722	725
574563	725
568436	725
579742	725
575939	725
579813	725
570868	725
572407	725
574520	724
577093	724
576076	724
578131	724
578935	724
579464	724
568486	724
578740	724
573425	724
571660	723
571169	723
567855	723
571024	723
571025	723
572155	723
570379	722
568100	722
578382	722
570486	722
572347	722
569293	722
576222	722
569603	721
577201	721
568022	721
576732	721
569822	721
570526	720
570822	720
572648	720
576560	719
570212	719
572819	719
569532	719
576967	719
568020	719
568047	719
575472	719
570472	718
568812	718
574497	717
570927	717
569400	717
578772	717
574433	717
578042	717
573955	716
579963	716
567696	716
571310	716
570825	716
570864	716
574465	715
576276	715
577353	715
570197	715
569555	715
572120	715
569569	715
577557	714
577144	714
569829	714
576534	713
576836	713
570281	713
570806	713
577724	713
569533	713
571326	713
580050	713
576238	713
568318	713
572490	712
575388	712
572342	712
574260	711
570061	711
570581	711
569845	711
572280	710
579222	710
570029	710
570858	710
578682	709
569026	709
576325	708
569931	708
567644	708
578698	708
569777	708
569059	708
573927	708
572649	708
572169	707
578877	707
570955	707
567610	706
568423	706
574574	706
569792	706
573960	705
567565	705
572219	705
577208	705
579296	705
574090	704
576397	704
570063	704
574163	704
572654	704
576033	703
570921	703
571440	703
572741	703
573807	703
572299	703
571028	702
572067	702
569813	702
570097	702
572412	702
572785	701
574134	701
571871	701
571305	700
569063	700
568563	700
572156	700
572192	699
569250	699
575403	699
570083	699
570980	698
577198	698
572854	698
568102	697
569396	697
578662	697
572275	697
571775	697
574341	697
569752	697
568534	697
572378	697
571659	696
578640	696
571253	696
577194	696
579338	695
574227	695
568959	695
576690	695
571145	694
577561	694
576382	694
574170	694
576075	693
569754	693
576761	693
574232	692
572506	692
578993	692
572620	692
569834	692
571005	691
569756	691
578978	691
572137	691
577837	690
572223	690
575585	690
570285	690
573131	690
569008	689
571832	689
571345	689
577835	688
570188	688
577683	688
579716	687
571818	687
571867	687
569072	687
571891	687
578897	686
579715	686
567695	686
569753	686
571312	686
573916	686
568807	686
577531	686
567700	685
576960	685
572140	685
570113	684
571419	684
571426	684
569384	684
573030	684
571304	684
572843	684
569021	684
571908	683
571415	683
568849	682
568093	682
570659	682
577843	682
572474	682
572733	682
577912	682
574139	682
578562	681
576270	681
569755	681
578741	681
568014	681
572645	681
569833	681
567558	680
576314	680
569425	680
574337	680
569751	680
572089	680
569814	680
579049	680
570631	679
579500	679
578759	679
572693	678
575792	678
577347	678
568687	678
570233	678
574104	678
570271	678
569778	678
577204	678
570832	678
569049	678
568814	678
573009	677
574326	677
580494	677
577706	677
576186	677
573636	677
570204	676
576096	676
569734	676
572066	676
577190	676
574199	676
571929	675
572740	675
579707	675
572325	675
571325	675
570891	674
568098	674
577337	674
576317	674
570214	674
569213	674
572055	674
569779	674
576208	674
569848	674
577792	673
578112	673
570187	673
579404	673
568482	673
576707	673
568308	673
567569	672
577841	672
577402	672
569770	672
573941	672
580469	671
577691	671
571833	671
568019	671
579653	670
578126	670
573046	670
572068	670
579514	670
569804	670
577413	669
579515	669
576542	668
578198	668
571809	668
572845	668
576968	668
570382	667
574230	667
578879	667
578884	667
578664	667
576951	667
569022	667
578249	667
580051	667
568099	666
574345	666
569562	666
577125	665
568475	665
570177	664
578627	664
568679	664
571303	664
568570	664
568676	663
569715	663
573332	663
570789	663
572380	663
568097	662
579643	662
569678	662
572047	662
577231	662
569107	661
574274	661
576080	661
579442	661
579483	661
576681	661
577553	660
569888	660
568938	660
571047	660
571089	660
575986	660
567795	660
570414	659
572344	659
571073	659
568551	659
572732	658
578684	658
577411	658
572880	658
574269	657
571235	657
576888	657
570496	657
570090	657
568307	657
569871	656
573992	656
579484	656
579508	656
568838	655
568606	655
568619	655
568621	655
569909	655
569910	655
569911	655
568635	655
568637	655
570692	655
575559	655
572567	655
572568	655
572569	655
572570	655
570280	655
576987	655
574437	655
578310	654
568594	654
568342	654
568343	654
568599	654
568344	654
568345	654
568602	654
568348	654
568605	654
568350	654
568607	654
568352	654
568608	654
568609	654
568354	654
568610	654
568355	654
568356	654
568612	654
568613	654
568614	654
568359	654
572199	654
568616	654
568617	654
568618	654
568620	654
568624	654
568625	654
568626	654
568627	654
568628	654
569908	654
569912	654
569913	654
569914	654
569915	654
568636	654
569916	654
570684	654
569917	654
570685	654
570686	654
568639	654
570687	654
568640	654
570688	654
570689	654
568642	654
570690	654
570691	654
568644	654
568645	654
568646	654
570694	654
568647	654
570695	654
570696	654
568649	654
570697	654
570698	654
568651	654
570699	654
568652	654
570700	654
573516	654
568655	654
570703	654
570704	654
570705	654
570706	654
572244	654
571738	654
572014	654
569214	654
572810	654
572555	654
572556	654
572557	654
572558	654
570511	654
572559	654
568208	654
572560	654
568209	654
572561	654
568210	654
572562	654
572563	654
572564	654
572565	654
572566	654
567447	654
567448	654
567449	654
567450	654
567451	654
572571	654
572572	654
572573	654
567454	654
572574	654
572575	654
567456	654
572576	654
572578	654
572580	654
573860	654
572585	654
572859	654
572860	654
571847	654
571848	654
572121	654
572122	654
572124	654
572385	654
576743	654
571645	654
574217	653
572780	653
574080	653
567687	653
572812	653
576210	653
573914	653
572684	652
574276	652
572759	652
576367	652
570764	652
569549	652
574361	651
571306	651
575919	651
574225	650
571989	650
577708	650
574215	649
574535	649
569957	649
574056	649
578232	649
568494	648
575977	648
569847	648
577771	647
571414	646
574495	646
567589	646
580156	646
571758	646
571763	646
570062	646
570194	645
572011	645
571762	645
578233	645
569069	645
571570	644
571318	644
579519	644
568335	643
571198	643
570193	643
575606	643
570766	643
570792	643
576682	643
568096	642
572313	642
568736	642
571072	642
579599	641
575583	641
569991	641
571124	641
578105	640
574051	640
576385	640
578737	640
578648	639
578948	639
576656	639
579000	639
571093	639
572165	638
570125	638
572484	638
572019	638
569989	638
574095	638
570675	637
576073	637
571250	637
578168	637
568715	637
572086	637
578097	636
572727	636
576312	636
571577	636
570117	635
576522	635
576056	635
570196	635
567638	635
567393	635
577649	635
579761	635
570842	635
572154	635
568322	634
568095	634
570984	634
577146	634
569287	634
572132	634
575487	634
570439	633
574062	633
575777	631
574081	630
576139	630
571313	630
575431	630
569990	629
569735	629
575625	629
579550	629
569889	628
571866	628
580589	628
580365	627
569891	627
574529	627
570505	627
574372	627
572660	627
571663	626
572470	626
568906	626
571518	626
569821	626
573471	625
579696	625
569782	625
571367	625
573161	625
568301	625
568880	624
569956	624
568547	624
568094	623
580466	623
570229	623
571795	623
572623	623
568857	622
569380	622
576293	622
572224	622
577946	622
573086	622
576705	622
577217	622
580076	622
574193	622
571662	621
578064	621
576859	621
577720	621
571924	620
577345	620
573538	620
567931	620
576964	620
571358	620
577811	619
569966	619
569769	619
577722	619
578519	619
573422	619
574461	619
572424	618
573564	618
569744	618
576733	618
572425	617
580131	617
569981	617
574093	617
578218	617
569950	616
570215	616
574096	616
570776	616
569322	616
574448	616
570151	615
567643	615
569951	615
569701	615
569300	615
571193	614
571194	614
573808	614
575942	614
569947	613
572821	613
569762	613
571087	613
572771	612
578691	612
571588	612
567536	612
578073	611
571772	611
571321	611
572646	611
572663	611
577528	611
577532	611
568843	610
580363	610
576285	610
578119	610
569160	610
569716	610
570275	610
569261	610
577970	610
578076	609
571202	609
572746	609
571314	609
567759	609
569567	609
573947	609
572428	608
570427	608
569924	608
575642	608
569375	607
572209	607
577085	607
578110	607
572503	607
579944	607
579498	607
572640	607
574445	607
573938	607
580117	606
573469	606
578901	606
572758	606
571540	606
575921	606
577718	606
580552	606
572430	605
572734	605
572141	605
580366	604
574038	604
571481	604
572036	604
566431	604
577200	604
568272	604
575450	604
577250	604
578056	603
569710	603
568949	603
574384	603
577205	603
571416	602
570416	602
569906	602
572210	602
574169	602
577804	601
573965	601
567922	601
573937	601
569861	600
569613	600
573969	600
573466	600
570743	600
578178	600
568462	600
576949	600
576485	600
576535	599
572769	599
568489	599
577716	599
569602	598
569137	598
572234	598
577160	598
575948	598
573428	598
578370	597
571555	597
577278	597
573475	596
569939	596
572760	596
569721	596
569537	596
572368	596
572372	596
567812	595
571959	595
570237	595
569757	595
571322	595
572655	595
576313	594
567666	594
574142	594
576462	594
578785	594
571032	593
570286	593
576475	593
576541	592
576572	592
569426	592
569953	592
570478	592
577029	591
568071	591
567600	591
570451	591
572515	591
570843	591
573939	591
570816	590
576196	590
573134	590
577272	590
569599	590
567581	589
578087	589
569944	589
574058	589
570074	589
569057	589
572674	588
568326	588
578234	588
569392	587
578065	586
579137	586
572492	586
572756	586
572818	586
577547	585
576065	585
572801	585
572006	584
580470	584
574128	584
572642	584
571175	583
569934	583
571776	583
569850	583
569676	582
572776	582
579198	582
571291	582
571315	582
570772	581
577943	581
571831	581
567575	580
570200	580
569958	580
578734	580
579172	579
570731	579
574321	579
569405	578
572478	578
568575	578
567557	577
579706	577
568985	577
574475	576
568564	576
568565	576
572270	575
569719	575
571882	575
567559	574
576559	574
580471	574
577151	574
568459	574
571086	574
578123	573
579416	573
572772	573
580507	573
569285	573
568325	572
576781	572
574478	572
578932	572
569643	571
571463	571
568935	571
567570	570
571413	570
579350	570
572782	570
572794	570
569327	570
576320	569
567640	569
568966	569
580491	569
568422	568
570506	568
569747	568
571288	568
571877	568
568560	568
569080	568
572584	567
579010	567
575460	567
578561	566
572093	566
570443	565
571243	565
580474	565
568457	565
571814	565
570642	564
572458	564
578860	564
570165	564
579134	564
578646	564
574045	564
574587	564
569984	564
576647	564
571551	564
571319	564
572393	564
571429	563
570228	563
574121	563
568753	563
576506	563
568678	562
570812	562
572377	562
567582	561
580186	561
571035	561
572452	560
568182	560
577149	560
575874	560
573829	560
577692	560
570273	560
567973	560
568792	560
577336	559
569687	558
572030	558
576402	558
568297	558
578831	557
572779	557
572281	557
567438	557
576982	557
568546	557
568320	556
569399	556
569943	556
572422	555
570376	555
579099	555
573998	555
572489	555
572789	555
577909	554
570507	554
568304	554
567642	553
579695	553
569800	553
569819	553
568552	553
568373	552
567978	552
573985	551
569890	551
569406	551
569415	551
572745	551
570820	551
575941	551
570828	551
569324	551
578089	550
572504	550
568986	550
569772	550
571108	550
568831	550
568841	549
569872	549
572777	549
572078	549
573142	549
568566	549
568062	549
568701	548
579103	547
567865	547
574016	547
568904	547
569982	547
575888	547
577693	547
570279	547
572349	546
579066	546
572459	545
580501	545
578474	545
574035	544
570509	544
570589	544
569625	543
575518	543
572239	543
572752	543
572753	543
571474	543
577895	543
568683	543
570284	543
572415	543
567562	542
568368	542
569886	541
572517	541
569499	541
567458	541
569796	541
578063	540
572743	540
579507	540
577717	540
572146	540
570402	539
578129	539
570834	539
579839	539
577713	538
568820	538
571913	537
578061	537
569188	537
570653	536
576292	536
569655	536
576659	536
568031	536
571509	535
569803	535
574770	534
577934	534
569810	534
568549	534
576576	533
572037	533
577091	532
578910	532
572017	532
573039	531
568225	531
574115	531
577719	531
567995	531
577763	531
578092	530
568893	530
577140	530
569979	530
568453	530
567703	530
568522	530
568577	529
577821	529
569151	529
577127	529
578090	528
574556	528
569706	528
577899	528
573054	528
572038	528
569791	528
580303	528
579920	527
574551	527
569964	527
577923	527
572806	527
573848	527
570813	527
569849	527
568061	527
572071	526
572145	526
577829	525
571036	525
572856	525
575979	525
572431	524
570644	524
572713	524
569398	524
568685	524
577927	524
571040	524
571770	523
578535	523
568874	522
572203	522
568369	522
577787	522
578874	521
568940	521
568216	521
569017	521
571586	521
566492	521
580353	520
578663	520
580473	520
577925	520
566445	520
571846	520
568796	520
576804	519
570445	519
574549	519
572423	518
568927	518
568942	518
570750	518
577922	518
575666	518
571317	518
573703	517
579355	517
568694	517
569624	516
567588	516
572774	516
571845	516
575969	516
568456	515
580503	515
572063	515
576539	514
578631	514
570502	514
577932	514
569629	513
576558	513
571027	513
570133	512
576365	512
571249	512
566447	512
576688	512
571114	512
571900	512
568074	511
570664	511
571948	511
575794	511
567614	511
572791	511
572793	511
574084	511
569245	511
580549	511
573976	510
576281	510
574237	510
573989	510
570418	510
576070	510
580166	510
568402	510
574293	510
574314	510
569994	510
573917	510
574175	510
569827	510
573930	510
576494	510
573945	510
573946	510
569628	509
568939	509
579056	509
571917	508
573984	508
579108	508
568502	508
577245	508
572247	507
568197	507
572087	507
572421	506
571206	506
568836	505
572080	505
571324	505
572128	505
567564	504
573399	504
575703	504
570077	504
574456	504
572158	504
575498	503
571800	503
577185	503
573455	502
578852	502
569820	502
572744	501
570818	501
569030	501
568007	501
573899	501
573688	501
568853	500
570389	500
567594	500
572207	500
569927	500
574068	500
576418	500
568528	500
576466	500
571804	499
578128	498
568424	498
567930	498
568976	498
573073	498
567629	497
570210	497
572805	497
572296	497
567981	497
568526	497
571642	497
569653	496
569922	496
569718	496
567928	496
567929	496
569983	496
578953	496
580030	496
574183	496
580129	495
569663	495
567627	495
573792	495
571525	495
571302	495
577235	495
576748	495
579055	495
567876	494
570444	494
572178	493
574069	493
567977	493
573865	493
580283	493
575947	493
571088	493
569812	493
571402	492
567566	492
570406	492
567605	492
569152	492
572766	492
576944	492
573426	492
567927	491
574204	491
574066	490
567568	489
572231	489
572276	489
572807	489
572414	489
569173	488
575834	488
568448	488
579529	488
579105	487
571199	487
568425	487
579976	487
568780	487
571437	486
568895	486
567641	486
572783	486
571404	485
579100	485
570176	485
569445	485
579478	485
569270	485
569789	485
571109	485
569330	485
571911	484
572237	484
572788	484
576143	484
572844	484
569780	484
570830	484
569564	484
572721	483
568540	483
576498	483
579353	482
572787	482
569980	482
572634	482
571377	482
567578	481
577698	481
571309	481
579044	481
573689	481
567546	481
572418	480
569864	480
573961	480
569650	480
573342	480
570837	480
571590	479
572878	479
578822	478
577094	478
572079	478
573932	478
569865	477
570665	477
576834	477
572246	477
578719	477
568553	477
574474	476
580118	476
572825	476
569267	476
579109	475
572770	475
578659	475
572792	475
571147	474
571984	474
570466	474
569986	474
577940	474
569534	474
572381	474
576738	474
573963	473
576291	473
569783	473
576953	473
570605	473
568664	472
569961	472
567585	471
572013	471
569978	471
568215	471
578210	471
568083	470
572211	470
571971	470
572240	470
568446	470
