nid	len
573597	470
571300	470
569790	470
574454	470
574088	469
571279	469
572142	469
577795	468
568933	468
578406	468
572781	468
572535	468
569221	468
572061	468
571299	468
574135	468
568135	467
568702	467
571528	467
569799	467
568038	467
572134	467
580328	467
577793	466
569985	466
575416	466
570859	466
568302	466
568562	466
569356	465
573847	465
570845	465
574009	464
569404	464
579574	464
572034	463
572085	463
568587	462
572591	462
576465	462
577243	462
570411	461
567608	461
568674	461
572091	461
570076	461
570598	461
570037	460
567571	459
568130	459
580547	459
571115	459
578920	458
578505	458
571110	458
576013	457
574755	457
578864	457
570167	457
576846	457
570259	457
568510	457
568478	456
578991	456
569581	456
578106	455
579945	455
577239	455
571427	454
573328	454
568536	454
569846	454
577907	453
569973	453
570564	453
568084	452
569881	452
568353	452
567601	452
579126	452
568121	452
570465	452
570236	452
571280	452
569283	452
571138	451
569693	451
578913	451
572813	451
574126	451
572081	451
579528	451
573983	450
580138	450
571026	450
568804	450
571123	450
579097	449
569887	449
570173	448
569466	448
572618	448
573964	447
577320	447
572775	447
568808	447
568733	446
571301	446
572133	446
569068	446
578377	445
569942	445
569695	445
578504	445
575456	445
579078	444
578071	444
568669	444
572277	444
577150	444
569476	444
577933	444
578476	444
576943	444
574164	444
571710	443
569928	443
572502	443
569016	443
571837	443
573958	442
569885	442
572033	442
572076	442
572592	442
574181	442
569094	441
577130	441
569707	441
568537	441
569828	441
571201	440
569937	440
569720	440
568460	440
572094	440
575966	440
569374	439
571937	439
570660	439
578934	439
572816	439
573929	439
571139	438
567595	438
580350	438
569877	437
577816	437
568351	437
569144	437
569680	437
572248	437
571754	437
571765	437
578800	437
568336	436
572751	436
575590	436
572786	436
568745	436
570821	436
569824	436
568129	435
569690	435
577196	435
579008	435
574147	435
570319	435
573403	435
569579	435
568122	434
572074	434
577197	434
570036	434
572090	434
572194	433
568357	432
569644	432
578641	432
569941	432
571228	431
578944	431
567552	430
573972	430
576288	430
568696	430
572327	430
570833	430
572195	429
572197	429
572198	429
571759	429
569766	429
572114	429
579539	429
571621	429
571622	429
569584	429
568861	428
573506	428
572243	428
568437	428
569004	428
570916	427
571946	427
568131	427
570189	427
578964	427
568058	427
576806	426
578968	426
571844	426
569802	426
569823	426
576505	426
572196	425
569134	425
572719	425
573799	425
578950	425
570127	424
576533	424
578605	424
568903	424
575459	424
570602	424
572221	423
570180	423
572742	423
571977	423
579180	423
567669	423
569467	423
568709	423
568461	423
570387	422
570957	422
568668	422
572018	422
571041	422
572213	421
569659	421
570765	421
568801	421
570377	420
578835	420
571943	420
569395	420
572778	420
571411	419
571955	419
567623	419
568418	419
568419	419
568420	419
568421	419
569798	419
570099	419
568125	418
574200	418
572201	417
568123	417
572271	417
570510	417
577503	417
570386	416
568088	416
567604	416
578903	416
568091	415
572747	415
569977	415
569999	415
569001	415
574140	415
569866	414
578832	414
567592	414
569136	414
572852	414
569585	414
573942	414
572725	413
567364	413
573514	413
580516	413
571580	413
573411	413
579060	413
568839	412
573959	412
572435	412
578899	412
569948	412
572817	412
576966	412
569587	412
579067	412
568109	411
578120	411
571980	411
572282	411
577147	411
568330	410
571941	410
568364	409
569954	409
568824	409
577825	408
569139	408
569035	408
572160	407
568947	407
568455	407
577214	407
570655	406
579104	406
579110	406
578606	406
569903	406
569654	406
574552	406
568153	406
578905	406
574559	406
568937	406
579959	406
570747	406
568555	406
569077	406
568126	405
572739	405
569483	405
579503	405
569637	404
569638	404
568662	404
574054	404
574092	404
576269	403
579142	403
569946	403
569768	403
570625	402
580162	402
568954	402
570040	402
571593	402
568367	401
571745	401
572048	401
578733	401
580534	401
578754	401
569811	401
568538	401
568059	401
576802	400
570718	400
572609	400
571842	400
570682	399
577398	399
571986	398
578900	398
573825	398
572677	397
579084	397
568700	397
571643	397
568132	396
568946	396
578743	396
569896	395
570742	395
573912	395
568818	395
568360	394
568115	394
568113	393
570746	393
570753	393
569860	392
579091	392
572695	392
568876	392
569970	392
567994	392
571838	392
568811	392
567579	391
568542	391
568589	390
570936	390
569472	390
571538	390
568015	390
579115	389
568630	389
572228	389
569949	389
569704	389
571534	389
570596	389
568405	388
578992	388
571375	388
576753	388
575847	387
574091	387
569759	387
569761	387
569570	387
571374	387
568114	386
569784	386
580558	386
570607	386
567602	385
568120	385
567639	385
568410	385
573023	385
568466	385
579423	384
571524	384
578825	383
570635	383
579857	383
578834	383
571431	383
569929	383
577721	383
570878	383
570160	382
568884	382
576654	382
576717	382
569309	382
575533	381
569904	381
568661	381
568673	381
578419	381
570781	381
579921	380
571031	380
578742	380
568545	380
580578	380
580120	379
570394	379
567607	379
569764	379
579102	378
567858	378
572784	378
569577	378
571033	377
571605	377
569067	377
571699	376
573018	376
572832	376
568520	376
568823	376
571944	375
568119	375
569815	375
570877	375
568090	374
568134	374
580553	374
568531	374
568051	374
572513	373
568218	373
574231	372
567591	372
570261	372
578516	372
569575	372
567556	371
569976	371
579571	371
578882	370
569767	370
568686	369
569763	369
571043	369
572432	368
567609	368
568127	368
569461	368
569576	368
572665	368
578859	367
569154	367
568133	367
572521	367
570993	367
572283	367
573826	367
577935	367
568752	367
569923	366
569760	366
579112	365
572027	365
571039	365
569862	364
569390	364
579120	364
572590	364
571136	363
569403	363
568124	363
572509	363
569788	363
569794	363
569574	363
569143	362
568435	362
578749	362
568521	362
571978	361
567888	361
570756	361
578693	361
570608	361
570885	360
576532	360
570790	360
572851	360
571075	360
571076	360
571077	360
571080	360
571083	360
571084	360
571085	360
569840	360
569876	359
576553	359
578885	359
575570	359
577699	359
577703	359
570807	359
571081	359
571097	359
568049	359
568349	358
569940	358
573017	358
578692	358
572596	358
571764	357
572595	357
572597	357
578812	357
569645	356
572512	356
570760	356
572835	356
576762	356
567554	355
570380	355
570761	355
570516	355
568092	354
578844	354
579646	354
570754	354
568507	354
571582	354
574555	353
567913	353
576364	353
570912	352
569255	352
571373	352
569592	352
571391	352
579128	351
571455	351
572498	351
573029	351
570755	351
568500	351
573795	350
569771	350
569932	349
577123	349
572040	349
572830	348
573913	348
570390	347
567593	347
568943	347
569740	347
571276	347
567960	347
573133	347
568936	346
569975	346
569468	346
570965	345
578187	345
570334	345
569586	345
572442	344
567583	344
571197	344
573798	344
569988	344
572314	344
569773	344
570588	344
568851	343
573604	343
568527	343
568819	343
568822	343
568118	342
568541	342
571630	342
571688	341
575830	341
578957	341
580041	341
579799	341
572516	340
569839	340
569974	339
571672	338
568434	338
573374	338
577753	338
568830	338
570889	337
571530	337
566435	337
569805	337
574014	336
568672	336
574568	336
572527	336
575609	336
577266	336
568852	335
572501	335
573562	335
577407	335
569746	335
568850	334
569933	334
569972	334
566424	334
568116	333
569679	333
571272	333
571112	333
570640	332
567611	332
568136	332
578912	332
572518	332
576423	332
567860	331
579127	331
573844	331
572419	330
571689	330
572491	330
572500	330
570657	329
579124	329
572994	329
568417	329
572531	329
568217	329
580014	329
569334	329
569971	328
570235	328
569571	328
571372	328
579591	327
572493	327
567932	327
568212	327
568754	327
571330	327
571376	327
577810	326
569968	326
574067	326
573845	325
572822	325
571825	325
569313	325
577256	325
580145	323
571999	323
571137	321
567576	321
571940	321
573022	321
571274	321
571283	321
578534	321
572661	321
570301	320
570814	320
573974	319
569421	319
567902	319
576016	318
572499	318
568680	318
578798	318
569856	317
571000	317
573571	317
574148	317
578811	317
572000	316
571835	316
568530	316
569310	316
571945	315
568395	315
568396	315
568397	315
571994	315
573025	315
568692	315
568105	314
578861	314
567859	314
571209	314
572514	314
570740	314
578220	314
569361	313
567572	313
577900	313
572619	313
571099	313
570621	313
568930	312
568944	312
570587	312
571938	311
579132	311
568207	311
579641	310
571397	309
571030	309
574195	309
577555	308
567584	308
568117	308
572522	308
577654	308
569475	308
571323	307
571682	306
569391	306
571976	306
574313	306
572594	306
575457	306
580066	306
572413	306
573536	305
568185	305
570803	305
580659	304
570179	304
571171	303
578902	303
568511	303
572611	303
569878	302
567854	302
576359	302
576360	302
576361	302
573036	302
577995	302
570577	302
578787	302
571742	301
578417	301
569505	301
571111	301
569588	301
577331	300
571993	300
570601	300
569851	300
570619	300
568392	299
569765	299
568110	298
572726	298
570961	298
578941	298
571275	298
568724	298
567273	298
571529	297
570282	297
571308	297
570623	297
570637	296
572016	295
569737	295
569541	295
570875	295
570157	294
568393	294
568195	294
580579	294
573414	294
576508	294
570624	293
574044	293
568729	293
569774	293
569060	293
571625	293
573048	292
568501	292
572108	292
569052	292
576959	291
570632	290
572433	290
579466	290
570267	290
570274	290
571887	290
568107	289
571381	289
575993	289
569852	289
579114	288
570683	288
572260	288
569786	288
568533	288
578107	287
570256	287
569748	287
572824	286
572112	286
571635	286
571686	285
570672	285
567634	285
580286	285
568104	283
572262	283
569457	283
571042	283
567553	282
578826	282
568390	282
570604	282
568311	282
569611	281
571216	281
571767	281
569481	281
568465	281
569841	281
569859	280
568430	280
570260	280
568428	279
568429	279
568431	279
569463	279
572495	278
572312	278
577234	278
572117	278
569858	277
568837	277
571163	277
577073	277
568388	277
569156	277
571476	277
572024	277
570488	276
572848	276
571388	276
569572	275
568925	274
576422	274
574153	274
569058	274
571673	273
578891	273
569962	273
569739	273
569288	273
568633	272
568152	272
571258	272
568106	271
575600	270
571798	270
569797	270
568519	270
572111	270
578842	269
570150	269
573511	269
567628	269
570315	269
574180	269
570617	269
570576	268
568815	268
569857	267
571412	267
569140	267
580520	267
577715	267
571641	267
578642	266
570974	266
572809	266
573352	266
573386	266
570349	266
568112	265
568406	265
567956	265
568514	265
570346	265
570375	264
573503	264
572336	264
571379	264
568111	263
568394	263
573035	263
573037	263
570298	263
568791	263
568329	262
568334	262
569639	262
568374	262
568375	262
568376	262
568377	262
568378	262
571728	262
570983	262
570292	262
569542	262
570314	262
570351	262
570143	261
579122	261
569925	261
571232	261
571749	261
571750	261
571751	261
571752	261
571753	261
568682	261
571755	261
571756	261
571757	261
571760	261
571761	261
569006	261
568504	261
570310	261
570311	261
568790	261
570341	261
571623	261
571624	261
570345	261
568826	261
568328	260
569614	260
568371	260
572216	260
573505	260
570726	260
570474	260
570321	260
570330	260
571098	260
570331	260
570332	260
580316	260
570333	260
569622	259
570138	259
570140	259
568872	259
568176	259
568177	259
570762	259
580505	259
573096	259
570290	259
570312	259
568279	259
577509	259
570599	259
570347	259
570352	259
570361	259
568846	258
568847	258
567616	258
569175	258
568984	258
570306	258
570327	258
568282	258
570335	258
570340	258
567538	258
570359	258
570894	257
569884	257
569174	257
570719	257
580499	257
568983	257
568994	257
568227	257
568228	257
570293	257
570318	257
570320	257
568274	257
570322	257
568281	257
568284	257
570339	257
578788	257
570344	257
571369	257
567282	257
570357	257
569621	256
570139	256
574008	256
573504	256
573324	256
573354	256
568516	256
570338	256
571371	256
570356	256
569610	255
568592	255
571676	255
575655	255
571333	255
579905	254
568948	254
568223	254
568231	254
570305	254
568277	254
568280	254
570342	254
570360	254
573333	253
570518	253
570519	253
578728	253
569806	253
568982	252
569509	252
570614	252
571162	251
572187	251
570962	251
570470	251
572305	251
569498	251
580008	251
567277	251
569855	251
573443	250
568659	250
569182	250
570313	250
572738	249
571519	249
570583	249
569793	248
577238	248
568030	248
569315	248
577778	248
572208	247
569185	247
576220	247
576557	246
570972	246
571100	246
567843	245
580182	245
572820	245
578773	245
572051	244
569749	244
570636	243
570391	243
568921	243
569807	243
570641	242
568859	242
571184	242
568399	241
568400	241
568401	241
571015	241
568214	241
573351	241
570835	241
578790	241
571962	240
572258	240
572259	240
573322	240
570262	240
569758	240
580596	240
570649	239
569138	239
567613	239
567630	239
570990	239
568469	239
570307	239
572020	238
578846	237
577830	237
579129	236
570988	236
570308	236
571919	235
567256	235
570969	234
571601	234
572023	233
576431	233
571172	232
574812	232
575571	231
572315	231
568043	231
570882	230
571013	230
568001	230
567333	229
572039	229
577515	229
570355	229
569844	229
570992	228
571575	228
570300	228
573387	228
570343	228
572396	228
567327	227
570932	227
578332	226
568931	226
570987	226
568470	225
571886	225
571677	224
572073	224
569825	224
570620	224
578055	223
569785	223
568506	223
570947	222
570975	222
578914	222
573042	222
569597	222
567303	221
570429	221
570971	221
570064	221
568873	220
571736	220
571975	219
571234	219
568432	219
570739	219
570302	219
570738	218
568467	218
577919	217
568503	217
571668	216
573525	216
578408	216
571006	216
571029	216
569573	216
571687	215
572724	215
569142	215
569201	215
569826	215
572255	214
572532	214
569724	214
568003	214
569795	214
571585	213
574150	213
570616	211
571644	211
567297	210
569883	210
570326	210
567341	209
570417	209
572849	209
577750	209
574597	208
568398	207
570471	207
568499	207
570593	207
570622	207
571535	206
569479	204
579382	203
570759	203
569873	202
568958	202
576694	202
567248	202
570667	201
580163	201
570230	201
577203	201
567285	200
571656	199
567573	199
572205	199
569153	199
571979	199
573524	199
572429	198
571684	198
568885	198
570994	198
571584	198
570337	198
569874	197
570954	197
576190	197
577288	196
570928	196
568381	196
572508	196
574311	195
577992	195
571403	194
578867	194
571990	194
578680	194
570060	194
572136	194
571011	193
572828	193
569594	193
570048	192
571387	192
570981	191
570966	190
571685	189
570744	189
570049	189
571370	189
570265	188
572829	188
569490	187
579002	187
569837	187
569595	187
580510	186
569700	185
580495	185
569495	185
568517	185
571173	184
569658	184
572263	184
570304	184
570963	183
568941	183
570299	183
573510	182
577210	182
568103	181
570934	181
570130	180
573528	180
578184	180
570940	179
570959	179
569842	179
567838	178
578865	178
567247	178
567275	178
569880	177
570964	177
567547	177
571681	176
570924	176
571016	176
567381	175
577853	174
573526	174
570758	174
571819	174
574496	173
570354	173
570266	172
574390	172
567702	171
571386	170
572729	169
572519	169
568407	168
573383	168
570362	168
571188	167
570336	167
568386	165
570982	165
568688	165
572874	165
570633	164
568922	164
568667	163
573058	163
571579	163
573043	162
577157	162
571482	160
570255	160
569781	160
569879	158
571095	158
579790	157
568415	156
567996	156
571616	156
580144	155
569172	155
570978	155
576351	153
568945	153
572193	152
569835	152
570802	151
571599	151
573407	151
571237	150
569496	150
570296	150
571094	149
567900	148
570246	148
571634	148
580595	148
569900	147
574094	147
578009	147
570949	146
567897	146
570114	145
570948	145
567898	144
567899	144
570288	144
570051	144
577996	144
567896	142
578411	142
576886	142
578751	142
569286	142
572707	140
576948	140
567307	138
567820	138
569905	137
579927	137
571855	137
578827	136
576445	136
580591	136
570329	135
577346	134
571069	134
577506	134
568447	132
576444	130
580592	130
571010	129
573429	129
567545	129
567291	128
573313	127
568622	126
577701	125
567653	124
579218	124
570297	123
577519	123
567302	122
571454	121
577541	120
567314	120
567880	120
569491	120
568170	119
577828	118
569838	118
573533	117
568366	116
568391	115
567386	115
574063	115
571933	114
569408	114
568164	114
572529	114
568370	113
573045	113
572284	113
572808	113
572717	112
576387	112
571410	111
571490	111
574201	111
568172	110
568173	110
568053	110
567586	109
567850	109
568365	108
571460	108
571505	108
568319	108
568219	107
572708	106
568171	106
578592	105
572214	105
568175	105
568165	103
571320	103
571203	102
568162	102
579787	102
567335	101
568156	101
571914	100
576550	99
568416	99
571501	99
567841	98
579121	98
572507	98
568167	97
576119	97
568160	96
567821	95
576751	95
570925	93
578407	93
574359	93
571928	92
568163	92
578694	92
570634	91
568181	91
571817	91
567824	90
571453	90
568158	90
568157	89
568180	89
571443	88
568169	88
578961	88
573361	88
573373	88
568161	87
571858	85
576419	84
571462	83
571465	83
568179	83
570751	83
580292	83
568159	82
568166	82
568168	82
568174	82
571009	81
571446	80
572762	80
580285	80
576716	80
569605	79
578632	79
571779	79
576434	79
567278	79
568321	78
567822	78
568600	78
567835	78
567846	78
567847	78
567852	78
567853	78
567856	78
570721	78
572261	78
571507	78
573364	78
573366	78
569580	78
569591	78
568151	77
567840	76
571739	76
578167	76
566468	76
576467	76
578007	76
568296	76
568631	75
575608	74
574338	74
574370	74
574371	74
574394	74
571107	74
574446	74
572449	73
571259	73
567833	72
569918	72
570057	72
571434	71
570923	71
569578	71
568650	70
567678	70
572799	70
568226	70
575940	70
575432	70
571104	70
571105	70
568313	70
568315	70
575601	69
577707	69
575420	69
571435	68
578093	68
576566	68
579262	68
573408	68
571447	67
568634	67
571456	67
572761	67
576763	67
571671	66
571679	66
574242	66
574521	66
574524	66
576838	66
576841	66
578890	66
574290	66
574042	66
575588	66
574071	66
574588	66
576128	66
576662	66
576669	66
577438	66
577694	66
576678	66
576436	66
576440	66
576441	66
578745	66
580559	66
573908	66
573909	66
578779	66
576734	66
573926	66
577512	66
578294	66
573431	66
576760	66
577017	66
571149	65
567844	65
579367	65
576564	65
575553	65
572754	65
579425	65
573796	65
579428	65
572773	65
579429	65
576127	65
577412	65
577697	65
579511	65
576443	65
579559	65
579570	65
569600	64
569601	64
569604	64
568603	64
568604	64
571451	64
571458	64
576120	64
574590	64
577993	64
579788	64
572147	64
572149	64
569606	63
571701	63
571466	63
575672	63
579780	63
569590	63
567825	62
567829	62
567830	62
567836	62
567837	62
567842	62
567874	62
567894	62
567895	62
570720	62
570727	62
570728	62
570729	62
570730	62
570733	62
573362	62
576731	62
568312	62
567839	61
567342	61
567343	61
578959	61
568299	61
577330	60
577332	60
572755	60
578652	60
576447	60
578005	60
577824	59
577318	59
568623	59
577338	59
576060	59
571461	59
572232	59
572235	59
569729	59
571793	59
571794	59
571797	59
571801	59
571803	59
572082	59
576947	59
577215	59
575430	59
568298	59
577517	59
572148	59
572150	59
573192	58
568632	58
569202	58
568629	57
571495	57
579349	55
571442	55
577878	55
578651	55
578653	55
578654	55
573794	55
572524	55
572530	55
576435	55
577222	55
579533	55
572152	55
570630	54
568638	54
568643	54
570254	54
570523	53
571008	52
576456	52
573433	52
578177	51
573931	51
577539	50
578173	50
578603	49
576411	49
579816	49
570609	49
577011	48
579371	47
571450	47
571457	47
579207	47
568293	47
578323	45
571444	44
577236	43
567787	43
570611	43
570639	42
571409	42
576046	42
568292	42
568294	42
568295	42
580074	42
574510	41
574511	41
571802	41
573368	41
571732	40
572254	40
575381	40
575411	40
579704	39
575614	39
571731	38
579598	37
567658	37
579203	37
579527	37
579552	37
576226	37
579556	37
579557	37
579566	37
579567	37
570638	36
567877	36
577880	36
578001	36
567288	36
572206	35
577994	35
570156	34
567356	34
570784	34
574409	34
574411	34
574412	34
574413	34
574414	34
572868	33
569147	32
569149	32
570217	32
574320	32
578681	32
574410	32
568593	31
567351	31
567352	31
570441	31
570491	31
571796	31
579776	31
570068	31
570069	31
575985	31
580125	30
580127	30
577846	30
577226	30
577997	30
577998	30
577999	30
578000	30
577075	29
577648	29
578821	28
568384	28
574616	28
576207	28
576211	28
578617	27
567654	27
578466	27
577457	27
567354	26
567355	26
571773	26
570768	26
574386	26
573370	26
573372	26
567357	24
567925	24
570524	24
570527	24
577195	24
569323	24
569333	24
570628	23
569219	23
570525	23
570529	23
574381	23
569424	22
567358	21
567384	21
570499	20
575631	19
576189	19
570563	19
570646	18
570085	18
573512	17
567271	16
567272	16
568382	14
568383	13
571829	13
568408	11
571298	8
570786	7
570799	7
570808	7
570817	7
